x,a,b,c,d,index_value,true_index_value
1,94,40,113,199,187,3874.62
2,95,40,113,193,187,3874.62
3,94,35,113,185,185,3874.72
4,53,11,113,184,178,3875.05
5,41,6,110,181,182,3874.86
6,54,8,99,180,189,3874.52
7,66,11,97,180,194,3874.28
8,73,20,92,180,209,3873.57
9,84,21,82,177,216,3873.23
10,86,19,74,177,221,3872.99
11,88,15,94,177,221,3872.99
12,93,18,102,176,213,3873.38
13,102,22,94,176,223,3872.9
14,105,28,85,176,232,3872.47
15,106,31,81,177,239,3872.13
16,114,35,97,178,239,3872.13
17,124,38,95,180,238,3872.18
18,130,45,95,182,249,3871.65
19,140,55,91,183,263,3870.98
20,148,63,91,184,275,3870.41
21,153,74,113,184,292,3869.6
22,153,79,119,185,294,3869.5
23,156,79,111,186,294,3869.5
24,161,80,107,188,309,3868.78
25,166,82,118,188,318,3868.35
26,169,85,122,188,334,3867.59
27,170,86,119,189,333,3867.63
28,172,84,110,189,329,3867.83
29,172,83,103,189,321,3868.21
30,171,81,111,189,314,3868.54
31,173,83,109,190,312,3868.64
32,178,84,106,190,315,3868.5
33,178,85,104,190,316,3868.45
34,179,87,115,193,316,3868.45
35,186,95,116,196,333,3867.63
36,193,98,115,198,341,3867.25
37,195,105,121,200,363,3866.2
38,202,109,124,202,376,3865.58
39,204,111,135,202,391,3864.86
40,205,114,143,202,401,3864.38
41,205,112,141,202,400,3864.43
42,205,109,135,201,385,3865.15
43,205,107,140,201,381,3865.34
44,205,102,138,201,373,3865.72
45,205,94,131,201,362,3866.25
46,204,91,117,199,349,3866.87
47,201,84,104,200,342,3867.2
48,203,86,111,202,351,3866.77
49,206,89,110,202,363,3866.2
50,206,91,110,203,373,3865.72
51,216,100,110,205,400,3864.43
52,219,102,122,207,402,3864.33
53,220,108,133,208,427,3863.14
54,220,108,132,208,424,3863.28
55,220,104,127,208,416,3863.66
56,220,101,123,208,400,3864.43
57,220,96,123,208,394,3864.72
58,226,97,116,209,397,3864.57
59,226,97,114,212,401,3864.38
60,226,93,114,210,387,3865.05
61,225,88,118,208,375,3865.63
62,223,81,111,207,351,3866.77
63,220,77,105,207,346,3867.01
64,220,76,98,208,350,3866.82
65,223,77,94,211,353,3866.68
66,223,79,106,211,355,3866.58
67,223,76,104,206,350,3866.82
68,223,71,97,205,341,3867.25
69,222,67,89,205,336,3867.49
70,215,63,92,205,331,3867.73
71,214,61,90,205,331,3867.73
72,214,60,84,205,332,3867.68
73,215,62,79,205,335,3867.54
74,215,63,76,205,342,3867.2
75,215,65,87,204,349,3866.87
76,215,62,86,204,339,3867.35
77,214,57,79,204,325,3868.02
78,213,54,74,203,316,3868.45
79,212,52,74,203,316,3868.45
80,212,51,73,203,318,3868.35
81,211,49,70,203,313,3868.59
82,209,46,63,204,306,3868.93
83,214,49,57,205,310,3868.74
84,217,54,66,206,322,3868.16
85,221,64,77,208,342,3867.2
86,222,69,84,211,353,3866.68
87,224,74,91,213,360,3866.34
88,224,73,97,213,353,3866.68
89,224,73,97,213,350,3866.82
90,224,74,92,214,354,3866.63
91,229,78,92,216,357,3866.49
92,232,84,93,219,366,3866.06
93,239,92,102,222,392,3864.81
94,239,97,117,226,398,3864.53
95,239,98,123,225,412,3863.86
96,238,98,122,226,411,3863.9
97,237,93,119,225,405,3864.19
98,237,90,121,224,402,3864.33
99,236,86,115,224,398,3864.53
100,234,84,109,224,394,3864.72
101,242,91,106,226,409,3864.0
102,242,92,115,232,410,3863.95
103,242,98,128,232,419,3863.52
104,242,96,127,232,414,3863.76
105,241,94,122,232,410,3863.95
106,241,95,118,232,413,3863.81
107,241,93,125,231,410,3863.95
108,241,92,123,230,405,3864.19
109,240,87,117,228,390,3864.91
110,238,85,113,227,379,3865.43
111,237,83,115,227,374,3865.67
112,236,84,112,227,375,3865.63
113,236,85,109,228,383,3865.24
114,239,92,110,230,399,3864.48
115,240,94,110,233,411,3863.9
116,240,103,121,234,423,3863.33
117,241,104,124,235,432,3862.9
118,241,105,124,235,436,3862.71
119,242,105,123,235,440,3862.52
120,242,106,129,234,441,3862.47
121,242,105,130,232,442,3862.42
122,241,104,126,232,438,3862.61
123,238,102,121,232,434,3862.8
124,238,100,119,232,423,3863.33
125,238,97,118,232,422,3863.38
126,237,96,113,232,422,3863.38
127,239,98,110,233,438,3862.61
128,240,103,110,235,450,3862.04
129,241,106,118,237,465,3861.32
130,241,108,125,237,463,3861.42
131,241,108,123,237,457,3861.7
132,241,107,122,236,445,3862.28
133,240,104,121,234,441,3862.47
134,239,101,121,233,424,3863.28
135,238,99,116,232,418,3863.57
136,237,96,112,232,408,3864.05
137,237,98,109,233,413,3863.81
138,238,102,111,234,435,3862.76
139,239,104,115,236,443,3862.37
140,240,107,119,236,466,3861.27
141,240,106,118,236,461,3861.51
142,240,106,118,236,461,3861.51
143,239,103,119,236,447,3862.18
144,239,102,117,236,442,3862.42
145,239,100,113,236,438,3862.61
146,238,100,111,235,445,3862.28
147,238,99,114,235,446,3862.23
148,238,99,113,235,448,3862.13
149,237,97,108,234,445,3862.28
150,237,96,106,234,439,3862.56
151,237,94,105,234,434,3862.8
152,236,91,105,234,428,3863.09
153,236,90,101,234,431,3862.95
154,236,88,96,233,431,3862.95
155,236,87,95,231,421,3863.42
156,235,85,95,229,417,3863.62
157,233,81,92,229,404,3864.24
158,232,80,88,228,403,3864.29
159,232,77,83,228,394,3864.72
160,232,78,83,228,402,3864.33
161,231,78,83,227,402,3864.33
162,231,76,84,226,401,3864.38
163,230,75,80,225,394,3864.72
164,229,74,76,224,393,3864.76
165,229,73,78,223,386,3865.1
166,228,71,78,222,385,3865.15
167,227,69,75,222,373,3865.72
168,227,67,67,222,375,3865.63
169,226,68,66,222,380,3865.39
170,226,68,70,222,388,3865.0
171,226,67,70,223,383,3865.24
172,227,66,67,224,381,3865.34
173,227,65,67,224,376,3865.58
174,227,64,67,224,375,3865.63
175,227,62,67,224,366,3866.06
176,227,61,64,224,365,3866.1
177,227,60,61,224,364,3866.15
178,227,59,60,223,362,3866.25
179,227,57,60,223,357,3866.49
180,227,54,57,223,350,3866.82
181,226,52,53,223,342,3867.2
182,226,52,48,223,343,3867.16
183,226,53,47,223,344,3867.11
184,226,55,51,224,354,3866.63
185,227,55,52,224,357,3866.49
186,227,57,51,225,358,3866.44
187,228,58,51,225,360,3866.34
188,228,57,54,226,359,3866.39
189,228,56,53,226,360,3866.34
190,228,56,51,226,363,3866.2
191,227,56,50,225,368,3865.96
192,227,56,50,225,370,3865.86
193,229,57,49,226,374,3865.67
194,229,58,49,227,375,3865.63
195,229,57,50,226,370,3865.86
196,228,56,48,225,369,3865.91
197,228,56,48,225,367,3866.01
198,227,56,48,224,364,3866.15
199,227,55,46,223,362,3866.25
200,226,53,43,223,355,3866.58
201,226,52,41,223,353,3866.68
202,224,50,41,222,351,3866.77
203,225,50,40,222,344,3867.11
204,225,48,39,221,343,3867.16
205,224,48,37,220,348,3866.92
206,224,50,39,220,354,3866.63
207,224,53,42,221,362,3866.25
208,224,55,46,222,361,3866.3
209,226,57,47,224,374,3865.67
210,227,60,47,225,375,3865.63
211,227,62,53,225,389,3864.96
212,227,62,56,225,386,3865.1
213,226,62,53,226,384,3865.19
214,226,62,55,226,391,3864.86
215,227,63,56,226,394,3864.72
216,228,64,56,228,398,3864.53
217,229,66,57,230,399,3864.48
218,229,66,58,231,399,3864.48
219,230,67,58,231,398,3864.53
220,230,67,60,231,398,3864.53
221,230,67,60,231,397,3864.57
222,230,67,60,232,397,3864.57
223,230,67,58,232,399,3864.48
224,230,68,60,231,400,3864.43
225,230,66,60,229,392,3864.81
226,229,64,57,228,386,3865.1
227,228,62,52,228,379,3865.43
228,228,64,52,228,381,3865.34
229,228,65,57,229,383,3865.24
230,228,66,59,229,385,3865.15
231,228,65,57,229,386,3865.1
232,228,66,57,229,382,3865.29
233,229,68,58,230,381,3865.34
234,229,69,59,231,377,3865.53
235,229,70,62,231,378,3865.48
236,229,70,61,231,379,3865.43
237,229,69,61,230,375,3865.63
238,229,67,62,227,372,3865.77
239,228,64,60,225,363,3866.2
240,227,62,58,224,359,3866.39
241,225,61,55,224,353,3866.68
242,224,63,57,225,358,3866.44
243,226,64,59,226,358,3866.44
244,226,65,60,227,359,3866.39
245,227,66,60,228,360,3866.34
246,227,67,62,229,355,3866.58
247,227,66,63,228,352,3866.73
248,227,66,61,227,353,3866.68
249,227,62,57,221,347,3866.96
250,226,61,56,220,345,3867.06
251,224,58,52,220,333,3867.63
252,222,57,52,219,329,3867.83
253,221,56,51,218,323,3868.11
254,221,54,48,217,315,3868.5
255,221,52,46,216,307,3868.88
256,220,50,46,216,302,3869.12
257,219,49,45,214,307,3868.88
258,219,48,45,212,309,3868.78
259,218,49,44,211,313,3868.59
260,216,49,46,211,312,3868.64
261,216,49,46,211,310,3868.74
262,216,50,45,211,311,3868.69
263,216,53,45,211,318,3868.35
264,217,56,46,212,329,3867.83
265,217,58,51,212,335,3867.54
266,217,60,54,212,342,3867.2
267,217,60,53,212,343,3867.16
268,217,61,53,213,339,3867.35
269,217,62,54,213,338,3867.4
270,217,63,54,213,339,3867.35
271,217,65,56,213,341,3867.25
272,218,67,56,215,343,3867.16
273,218,68,57,215,344,3867.11
274,218,68,60,215,347,3866.96
275,218,68,62,214,347,3866.96
276,218,67,61,211,344,3867.11
277,217,63,59,210,337,3867.44
278,216,62,57,210,333,3867.63
279,215,61,55,211,333,3867.63
280,215,62,55,210,338,3867.4
281,215,62,55,209,339,3867.35
282,215,64,55,209,348,3866.92
283,215,66,58,209,352,3866.73
284,215,69,61,210,358,3866.44
285,215,69,62,210,358,3866.44
286,215,69,61,210,357,3866.49
287,215,69,61,210,357,3866.49
288,215,68,61,210,356,3866.53
289,215,68,59,209,353,3866.68
290,215,67,58,206,348,3866.92
291,215,64,57,205,337,3867.44
292,213,62,56,205,327,3867.92
293,212,58,52,205,313,3868.59
294,212,57,51,204,306,3868.93
295,211,56,49,204,303,3869.07
296,211,56,48,204,304,3869.02
297,211,59,49,204,314,3868.54
298,211,60,51,203,315,3868.5
299,211,62,54,203,320,3868.26
300,211,63,54,203,321,3868.21
301,211,63,54,202,319,3868.3
302,211,61,54,202,316,3868.45
303,210,60,51,202,312,3868.64
304,210,58,49,202,307,3868.88
305,209,58,49,201,305,3868.97
306,209,58,49,200,303,3869.07
307,208,57,48,200,303,3869.07
308,208,56,47,200,305,3868.97
309,208,57,47,200,306,3868.93
310,208,57,47,200,310,3868.74
311,208,57,45,200,311,3868.69
312,208,57,44,201,312,3868.64
313,209,59,44,202,322,3868.16
314,210,63,44,202,325,3868.02
315,211,67,47,202,344,3867.11
316,211,71,55,202,351,3866.77
317,212,75,60,202,360,3866.34
318,212,76,63,203,360,3866.34
319,212,75,66,203,357,3866.49
320,212,73,64,203,354,3866.63
321,212,72,61,203,352,3866.73
322,212,72,59,203,358,3866.44
323,212,74,59,204,360,3866.34
324,212,74,61,204,368,3865.96
325,212,75,61,204,366,3866.06
326,212,76,61,204,370,3865.86
327,213,78,61,205,376,3865.58
328,213,80,62,206,383,3865.24
329,214,82,65,207,388,3865.0
330,215,83,66,209,390,3864.91
331,215,85,68,210,395,3864.67
332,216,86,70,211,396,3864.62
333,216,88,71,212,399,3864.48
334,216,88,72,212,399,3864.48
335,216,88,73,212,397,3864.57
336,216,88,73,212,391,3864.86
337,216,87,73,209,387,3865.05
338,216,84,71,208,376,3865.58
339,215,83,68,208,373,3865.72
340,214,82,67,209,371,3865.82
341,214,82,67,209,374,3865.67
342,215,83,68,209,377,3865.53
343,215,83,68,209,377,3865.53
344,215,83,68,210,383,3865.24
345,215,83,69,210,379,3865.43
346,215,82,68,210,378,3865.48
347,215,82,67,210,375,3865.63
348,215,83,67,211,382,3865.29
349,215,84,67,211,387,3865.05
350,215,84,68,211,390,3864.91
351,215,84,69,211,390,3864.91
352,216,86,67,211,399,3864.48
353,216,87,67,212,404,3864.24
354,216,88,70,212,407,3864.09
355,216,88,73,212,407,3864.09
356,216,88,72,212,408,3864.05
357,216,89,72,212,413,3863.81
358,216,89,72,213,413,3863.81
359,217,90,72,213,417,3863.62
360,217,91,74,214,413,3863.81
361,217,92,74,215,415,3863.71
362,217,92,75,215,416,3863.66
363,217,91,76,215,415,3863.71
364,217,89,75,215,410,3863.95
365,217,88,72,214,405,3864.19
366,217,86,69,214,402,3864.33
367,217,85,68,214,397,3864.57
368,217,84,66,214,396,3864.62
369,217,84,66,214,395,3864.67
370,217,83,64,214,397,3864.57
371,217,83,63,214,400,3864.43
372,217,83,63,214,397,3864.57
373,217,82,64,214,395,3864.67
374,217,81,63,213,386,3865.1
375,217,79,60,212,385,3865.15
376,216,78,59,212,380,3865.39
377,216,77,56,212,381,3865.34
378,216,78,56,213,385,3865.15
379,216,78,57,213,390,3864.91
380,216,78,57,213,389,3864.96
381,216,77,55,213,390,3864.91
382,216,76,55,212,385,3865.15
383,216,76,56,212,381,3865.34
384,216,75,55,211,380,3865.39
385,216,75,54,210,378,3865.48
386,216,74,53,210,377,3865.53
387,215,74,53,210,372,3865.77
388,215,74,53,209,372,3865.77
389,215,73,51,209,370,3865.86
390,215,74,50,209,370,3865.86
391,214,77,50,209,383,3865.24
392,215,79,52,209,385,3865.15
393,215,82,55,210,396,3864.62
394,215,83,57,209,392,3864.81
395,215,84,58,209,389,3864.96
396,215,84,60,209,385,3865.15
397,215,84,59,209,385,3865.15
398,215,84,59,209,383,3865.24
399,214,82,57,208,379,3865.43
400,214,81,56,208,373,3865.72
401,214,78,54,207,367,3866.01
402,213,78,54,206,365,3866.1
403,213,77,51,206,364,3866.15
404,213,77,51,206,364,3866.15
405,213,77,52,206,358,3866.44
406,213,76,50,206,357,3866.49
407,213,76,50,205,353,3866.68
408,213,75,48,205,353,3866.68
409,212,74,48,205,352,3866.73
410,212,73,48,201,348,3866.92
411,211,70,48,198,343,3867.16
412,207,66,44,195,338,3867.4
413,206,59,41,191,325,3868.02
414,204,56,39,186,324,3868.07
415,201,53,36,183,318,3868.35
416,201,52,34,182,315,3868.5
417,200,50,34,181,306,3868.93
418,200,47,33,179,293,3869.55
419,199,41,32,178,277,3870.31
420,197,38,27,172,266,3870.84
421,195,34,25,169,256,3871.32
422,194,33,25,166,255,3871.37
423,193,33,25,164,255,3871.37
424,192,32,26,163,252,3871.51
425,192,32,25,162,251,3871.56
426,192,35,24,163,263,3870.98
427,192,37,24,163,267,3870.79
428,192,41,30,163,281,3870.12
429,192,41,32,162,283,3870.03
430,192,41,32,162,284,3869.98
431,192,41,31,162,285,3869.93
432,192,40,31,161,286,3869.88
433,192,39,29,161,284,3869.98
434,191,37,27,161,281,3870.12
435,191,36,25,160,277,3870.31
436,190,36,24,158,278,3870.27
437,190,37,24,157,283,3870.03
